ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),Attribut1_Original
A911,"Indicator Chip Very Fast Movement 0.08A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.08A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.08A,Ceramic,NANO,e4,0.00033J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.08A,125V,125V,125V,Very Fast
A912,"Indicator Chip Very Fast Movement 0.08A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.08A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.08A,Ceramic,NANO,e4,0.00033J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.08A,125V,125V,125V,Very Fast
A913,,Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,,,,,0.1A,Ceramic,6.1 X 2.69mm,,,,125V,125V,,Surface Mount,,2.0,,,,,,6.1mm,,,,,,Very Fast
A914,"Indicator Chip Very Fast Movement 0.1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.1A,Ceramic,6.1 X 2.69mm,e0,0.00138J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.1A,125V,125V,125V,Very Fast
A915,"Indicator Chip Very Fast Movement 0.1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.1A,Ceramic,NANO,e4,0.00138J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.1A,125V,125V,125V,Very Fast
A916,"Indicator Chip Very Fast Movement 0.1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.1A,Ceramic,NANO,e4,0.00138J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.1A,125V,125V,125V,Very Fast
A917,"Indicator Chip Very Fast Movement 0.125A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,1.25A,Ceramic,6.1 X 2.69mm,e0,0.664J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,1.25A,125V,125V,125V,Very Fast
A918,"Indicator Chip Very Fast Movement 1.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.125A,Ceramic,NANO,e4,0.664J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,1.25A,125V,125V,125V,Very Fast
A919,"Indicator Chip Very Fast Movement 0.125A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.125A,Ceramic,6.1 X 2.69mm,e0,0.00286J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.125A,125V,125V,125V,Very Fast
A920,"Indicator Chip Very Fast Movement 0.125A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,1.25A,Ceramic,NANO,e4,0.664J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,1.25A,125V,125V,125V,Very Fast
A921,,Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,,,,,1.25A,Ceramic,6.1 X 2.69mm,,,,125V,125V,,Surface Mount,,2.0,,,,,,6.1mm,,,,,,Very Fast
A922,,,NA,,VERY FAST,2.69mm,2.69mm,6.1mm,,,,e0,,High,,,,,,,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,,,0.16A,125V,,,
A923,,Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,,,,,0.16A,Ceramic,6.1 X 2.69mm,,,,125V,125V,,Surface Mount,,2.0,,,,,,6.1mm,,,,,,Very Fast
A924,"Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.16A,Ceramic,6.1 X 2.69mm,e0,0.0048J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.16A,125V,125V,125V,Very Fast
A925,"Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.16A,Ceramic,NANO,e4,0.0048J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.16A,125V,125V,125V,Very Fast
A926,"Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.16A,Ceramic,6.1 X 2.69mm,e0,0.0048J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.16A,125V,125V,125V,Very Fast
A927,"Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.16A,Ceramic,NANO,e4,0.0048J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.16A,125V,125V,125V,Very Fast
A928,"Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.2A,Ceramic,6.1 X 2.69mm,e0,0.0089J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.2A,125V,125V,125V,Very Fast
A929,"Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.2A,Ceramic,NANO,e4,0.0089J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.2A,125V,125V,125V,Very Fast
A930,"Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.2A,Ceramic,NANO,e4,0.0089J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.2A,125V,125V,125V,Very Fast
A931,"Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.25A,Ceramic,6.1 X 2.69mm,e0,0.0158J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.25A,125V,125V,125V,Very Fast
A932,"Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.25A,Ceramic,NANO,e4,0.0158J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.25A,125V,125V,125V,Very Fast
A933,"Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.25A,Ceramic,6.1 X 2.69mm,e0,0.0158J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.25A,125V,125V,125V,Very Fast
A934,"Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.25A,Ceramic,NANO,e4,0.0158J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.25A,125V,125V,125V,Very Fast
A935,,Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,,,,,0.25A,Ceramic,6.1 X 2.69mm,,,,125V,125V,,Surface Mount,,2.0,,,,,,6.1mm,,,,,,Very Fast
A936,,Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,,,,,0.315A,Ceramic,6.1 X 2.69mm,,,,125V,125V,,Surface Mount,,2.0,,,,,,6.1mm,,,,,,Very Fast
A937,"Indicator Chip Very Fast Movement 0.315A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.315A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,3.15A,Ceramic,6.1 X 2.69mm,e0,1.92J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,3.15A,125V,125V,125V,Very Fast
A938,"Indicator Chip Very Fast Movement 3.15A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.315A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.315A,Ceramic,NANO,e4,1.92J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,3.15A,125V,125V,125V,Very Fast
A939,"Indicator Chip Very Fast Movement 0.315A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.315A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,3.15A,Ceramic,NANO,e4,1.92J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,3.15A,125V,125V,125V,Very Fast
A940,,Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,,,,,3.15A,Ceramic,6.1 X 2.69mm,,,,125V,125V,,Surface Mount,,2.0,,,,,,6.1mm,,,,,,Very Fast
A941,,Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,,,,,0.375A,Ceramic,6.1 X 2.69mm,,,,125V,125V,,Surface Mount,,2.0,,,,,,6.1mm,,,,,,Very Fast
A942,"Indicator Chip Very Fast Movement 0.375A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.375A,Ceramic,6.1 X 2.69mm,e0,0.0425J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.375A,125V,125V,125V,Very Fast
A943,"Indicator Chip Very Fast Movement 0.375A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.375A,Ceramic,NANO,e4,0.0425J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.375A,125V,125V,125V,Very Fast
A944,"Indicator Chip Very Fast Movement 0.375A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.375A,Ceramic,6.1 X 2.69mm,e0,0.0425J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.375A,125V,125V,125V,Very Fast
A945,"Indicator Chip Very Fast Movement 0.375A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.375A,Ceramic,NANO,e4,0.0425J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.375A,125V,125V,125V,Very Fast
A946,"Indicator Chip Very Fast Movement 0.4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.4A,Ceramic,6.1 X 2.69mm,e0,0.0484J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.4A,125V,125V,125V,Very Fast
A947,"Indicator Chip Very Fast Movement 0.4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.4A,Ceramic,NANO,e4,0.0484J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.4A,125V,125V,125V,Very Fast
A948,"Indicator Chip Very Fast Movement 0.4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.4A,Ceramic,NANO,e4,0.0484J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.4A,125V,125V,125V,Very Fast
A949,"Indicator Chip Very Fast Movement 0.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.5A,Ceramic,6.1 X 2.69mm,e0,0.0795J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.5A,125V,125V,125V,Very Fast
A950,"Indicator Chip Very Fast Movement 0.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.5A,Ceramic,NANO,e4,0.0795J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.5A,125V,125V,125V,Very Fast
A951,"Indicator Chip Very Fast Movement 0.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.5A,Ceramic,6.1 X 2.69mm,e0,0.0795J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.5A,125V,125V,125V,Very Fast
A952,"Indicator Chip Very Fast Movement 0.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.5A,Ceramic,NANO,e4,0.0795J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.5A,125V,125V,125V,Very Fast
A953,,Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,,,,,0.5A,Ceramic,6.1 X 2.69mm,,,,125V,125V,,Surface Mount,,2.0,,,,,,6.1mm,,,,,,Very Fast
A954,"Indicator Chip Very Fast Movement 0.63A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.63A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.63A,Ceramic,6.1 X 2.69mm,e0,0.143J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.63A,125V,125V,125V,Very Fast
A955,"Indicator Chip Very Fast Movement 0.63A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.63A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.63A,Ceramic,NANO,e4,0.143J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.63A,125V,125V,125V,Very Fast
A956,"Indicator Chip Very Fast Movement 0.63A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.63A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.63A,Ceramic,NANO,e4,0.143J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,0.63A,125V,125V,125V,Very Fast
